id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
17,Jaxon,Miles,Jaxon Miles,Men,2014-05-21,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,3,12.32,1.3,Time final
18,Eli,Parker,Eli Parker,Men,2014-07-03,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,3,12.25,1.5,Time final
19,Preston,York,Preston York,Men,2012-07-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,3,11.91,1.4,Time final
20,Parker,Lane,Parker Lane,Men,2011-11-30,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,3,11.96,1.3,Time final
21,Kaden,Ross,Kaden Ross,Men,2012-11-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,3,12.13,1.5,Time final
22,Rowan,Beck,Rowan Beck,Men,2011-06-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,3,12.2,1.4,Time final
23,Reid,John,Reid John,Men,2014-04-19,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,3,12.32,1.3,Time final
24,Nash,Warren,Nash Warren,Men,2013-11-01,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,3,12.37,1.5,Time final
25,Silas,Zane,Silas Zane,Men,2012-12-06,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,4,12.47,1.4,Time final
26,James,Ridge,James Ridge,Men,2011-08-25,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,4,11.91,1.3,Time final
27,Mason,Bolt,Mason Bolt,Men,2014-02-18,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,4,11.96,1.5,Time final
28,Drew,Nolan,Drew Nolan,Men,2011-03-27,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,4,12.13,1.4,Time final
29,Bryce,Tate,Bryce Tate,Men,2011-09-10,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,4,12.07,1.3,Time final
30,Aiden,Flash,Aiden Flash,Men,2012-10-12,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,4,12.32,1.5,Time final
31,Kai,Sutton,Kai Sutton,Men,2011-12-16,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,4,12.72,1.4,Time final
32,Sadie,Vale,Sadie Vale,Women,2012-07-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,1,13.98,1.4,Time final
33,Emma,Bolt,Emma Bolt,Women,2013-07-20,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,1,14.08,1.3,Time final
34,Daisy,Ellis,Daisy Ellis,Women,2011-11-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,1,14.03,1.5,Time final
35,Eden,Faye,Eden Faye,Women,2014-03-02,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,1,14.27,1.4,Time final
36,Ivy,Zara,Ivy Zara,Women,2/15/13,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,1,14.72,1.3,Time final
37,Xena,Cove,Xena Cove,Women,2013-04-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,1,15.21,1.5,Time final
38,Mia,Storm,Mia Storm,Women,2011-09-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,1,14.47,1.4,Time final
39,Cora,Dixon,Cora Dixon,Women,2013-01-15,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,2,13.77,1.3,Time final
40,Sophie,Swift,Sophie Swift,Women,2011-06-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,2,14.08,1.5,Time final
41,Aria,Fern,Aria Fern,Women,2013-08-14,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,2,14.08,1.4,Time final
42,Blair,Glyn,Blair Glyn,Women,2011-03-27,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,2,14.32,1.3,Time final
43,Gwen,Hale,Gwen Hale,Women,2011-09-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,2,14.76,1.5,Time final
44,Olivia,Blaze,Olivia Blaze,Women,2013-04-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,2,14.47,1.4,Time final
45,Lily,Dash,Lily Dash,Women,2012-03-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,2,14.47,1.3,Time final
46,Zoe,Echo,Zoe Echo,Women,2012-01-09,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,3,13.83,1.5,Time final
47,Ava,Reed,Ava Reed,Women,2012-11-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U15,3,14.08,1.4,Time final
48,Lila,Moss,Lila Moss,Women,2013-10-05,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,3,14.12,1.3,Time final
49,Jade,Opal,Jade Opal,Women,7/13/11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,3,14.42,1.5,Time final
50,Opal,Pike,Opal Pike,Women,2012-11-11,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,3,14.86,1.4,Time final
51,Isabella,Ridge,Isabella Ridge,Women,2012-08-15,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,3,14.47,1.3,Time final
52,Melina,Mira,Melina Mira,Women,2012-02-24,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,4,13.93,1.5,Time final
53,Amelia,Flash,Amelia Flash,Women,2011-05-30,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,4,14.08,1.4,Time final
54,Indie,Nova,Indie Nova,Women,2013-01-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,4,14.17,1.3,Time final
55,Maeve,Nora,Maeve Nora,Women,2/28/11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,4,14.37,1.5,Time final
56,Luna,Quinn,Luna Quinn,Women,2012-06-12,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,4,14.91,1.4,Time final
57,Ella,Surge,Ella Surge,Women,2012-10-05,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U15,4,14.47,1.3,Time final
58,Kira,Lane,Kira Lane,Women,4/17/12,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,5,13.88,1.5,Time final
59,Chloe,Gale,Chloe Gale,Women,2011-12-20,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,5,14.08,1.4,Time final
60,Talia,Wren,Talia Wren,Women,12/22/13,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,5,14.22,1.3,Time final
61,Kaya,Pearl,Kaya Pearl,Women,4/19/13,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U15,5,14.67,1.5,Time final
62,Willa,Bryne,Willa Bryne,Women,2012-09-18,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U15,5,14.96,1.4,Time final
63,Savannah,York,Savannah York,Women,6/30/11,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U15,5,14.47,1.3,Time final
64,Lincoln,York,Lincoln York,Men,2008-07-01,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,1,11.42,1.4,Time final
65,Miles,Zane,Miles Zane,Men,2008-10-13,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,1,11.58,1.3,Time final
66,Kade,Xander,Kade Xander,Men,2009-04-24,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,1,11.27,1.5,Time final
67,Jackson,Harbour,Jackson Harbour,Men,2009-11-20,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,1,11.48,1.4,Time final
68,Wesley,Grey,Wesley Grey,Men,2008-06-30,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,1,11.63,1.3,Time final
69,Tyson,Bolt,Tyson Bolt,Men,2008-02-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,1,11.58,1.5,Time final
70,Orion,Tate,Orion Tate,Men,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,1,11.86,1.4,Time final
71,Victor,Flynn,Victor Flynn,Men,2008-09-22,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,2,11.47,1.3,Time final
72,Corbin,Nash,Corbin Nash,Men,2008-07-09,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,2,11.58,1.5,Time final
73,Keegan,Nash,Keegan Nash,Men,2008-10-17,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,2,11.27,1.4,Time final
74,Finnley,Ross,Finnley Ross,Men,2008-11-03,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,2,11.71,1.3,Time final
75,Eli,Vortex,Eli Vortex,Men,2009-04-22,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,2,11.61,1.5,Time final
76,Nathan,Gust,Nathan Gust,Men,2008-12-05,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,2,11.58,1.4,Time final
77,Preston,Beck,Preston Beck,Men,2008-06-08,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,2,11.88,1.3,Time final
78,Gideon,Shaw,Gideon Shaw,Men,2008-05-11,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,3,11.49,1.5,Time final
79,Caleb,Rush,Caleb Rush,Men,2009-05-15,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,3,11.29,1.4,Time final
80,Damon,Pierce,Damon Pierce,Men,2008-08-14,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,3,11.71,1.3,Time final
81,Luke,Wind,Luke Wind,Men,2009-10-15,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,3,11.63,1.5,Time final
82,Nolan,Adler,Nolan Adler,Men,2009-02-19,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,3,11.73,1.4,Time final
83,Emerson,Grant,Emerson Grant,Men,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,3,11.53,1.3,Time final
84,Samuel,Jet,Samuel Jet,Men,2008-03-25,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,4,11.22,1.5,Time final
85,Daniel,Strike,Daniel Strike,Men,2009-01-30,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,4,11.29,1.4,Time final
86,Dax,Ellis,Dax Ellis,Men,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,4,11.39,1.3,Time final
87,Ryan,Flash,Ryan Flash,Men,2008-06-18,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,4,11.58,1.5,Time final
88,Xavier,Holt,Xavier Holt,Men,2009-01-15,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,4,11.78,1.4,Time final
89,Maddox,Reid,Maddox Reid,Men,2009-02-28,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,4,11.56,1.3,Time final
90,Owen,Sprint,Owen Sprint,Men,2008-08-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,5,11.22,1.5,Time final
91,Titus,Dean,Titus Dean,Men,2009-07-07,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,5,11.32,1.4,Time final
92,Lennox,Owen,Lennox Owen,Men,2008-06-05,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,5,11.44,1.3,Time final
93,Jacob,Surge,Jacob Surge,Men,2009-09-12,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,5,11.61,1.5,Time final
94,Camden,Drew,Camden Drew,Men,2008-11-15,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,5,11.58,1.4,Time final
95,Tara,Vale,Tara Vale,Women,2009-07-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,1,12.4,1.4,Time final
96,Luna,Reed,Luna Reed,Women,2008-12-05,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,1,12.4,1.3,Time final
97,Demi,Elle,Demi Elle,Women,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,1,12.5,1.5,Time final
98,Eira,Fawn,Eira Fawn,Women,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,1,12.7,1.4,Time final
99,Ines,Mira,Ines Mira,Women,4/24/09,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,1,12.3,1.3,Time final
100,Ivy,Surge,Ivy Surge,Women,2009-10-20,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,1,12.8,1.5,Time final
101,Hailey,Yale,Hailey Yale,Women,6/30/08,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,1,12.8,1.4,Time final
102,Alix,Eden,Alix Eden,Women,2008-09-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,2,12.25,1.3,Time final
103,Ruby,Gale,Ruby Gale,Women,2008-04-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,2,12.4,1.5,Time final
104,Lana,Mae,Lana Mae,Women,2008-05-06,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,2,12.55,1.4,Time final
105,Harper,Dash,Harper Dash,Women,2009-03-20,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,2,12.8,1.3,Time final
106,Nora,Ode,Nora Ode,Women,8/21/08,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,2,12.94,1.5,Time final
107,Wren,Zoe,Wren Zoe,Women,1/15/09,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,2,12.99,1.4,Time final
108,Lynn,Kali,Lynn Kali,Women,10/17/08,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,3,12.35,1.3,Time final
109,Hazel,Flash,Hazel Flash,Women,2008-05-25,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,3,12.4,1.5,Time final
110,Kora,Pia,Kora Pia,Women,10/13/08,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,3,12.7,1.4,Time final
111,Mila,Nix,Mila Nix,Women,2/28/09,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,3,12.75,1.3,Time final
112,Zoey,Storm,Zoey Storm,Women,2009-07-25,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,3,12.8,1.5,Time final
113,Elsa,Iva,Elsa Iva,Women,2008-05-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,3,13.04,1.4,Time final
114,Grace,Swift,Grace Swift,Women,2008-06-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,4,12.4,1.3,Time final
115,Bria,Fae,Bria Fae,Women,2008-08-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U18,4,12.45,1.5,Time final
116,Uma,Wisp,Uma Wisp,Women,9/22/08,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,4,12.6,1.4,Time final
117,Faye,Gale,Faye Gale,Women,6/19/08,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,4,12.89,1.3,Time final
118,Violet,Blaze,Violet Blaze,Women,2009-01-15,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,4,12.8,1.5,Time final
119,Oona,Pace,Oona Pace,Women,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,4,13.14,1.4,Time final
120,Scarlett,Bolt,Scarlett Bolt,Women,2008-11-10,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U18,5,12.4,1.3,Time final
121,Jana,Nola,Jana Nola,Women,2008-01-07,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,5,12.5,1.5,Time final
122,Cleo,Gwen,Cleo Gwen,Women,2009-03-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U18,5,12.65,1.4,Time final
123,Dara,Hara,Dara Hara,Women,2008-11-03,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,5,12.84,1.3,Time final
124,Stella,Ridge,Stella Ridge,Women,2009-08-10,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U18,5,12.8,1.5,Time final
125,Mina,Sana,Mina Sana,Women,2008-06-08,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U18,5,13.09,1.4,Time final
126,Derrick,Quinn,Derrick Quinn,Men,2006-06-25,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,1,10.68,1.4,Time final
127,Grayden,Tate,Grayden Tate,Men,2006-11-27,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,1,10.8,1.3,Time final
128,Billy,Levi,Billy Levi,Men,2006-06-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,1,10.89,1.5,Time final
129,Finn,Rush,Finn Rush,Men,2006-05-25,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,1,10.94,1.4,Time final
130,Stephen,Reid,Stephen Reid,Men,2006-12-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,1,10.99,1.3,Time final
131,Milton,Storm,Milton Storm,Men,2006-10-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,1,11.09,1.5,Time final
132,Jett,Lawson,Jett Lawson,Men,2006-10-17,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,1,10.89,1.4,Time final
133,Brayden,Blaze,Brayden Blaze,Men,2006-10-01,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,1,11.29,1.3,Time final
134,Larry,Stone,Larry Stone,Men,2006-02-17,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,10.68,1.5,Time final
135,Theo,Sutton,Theo Sutton,Men,2006-05-23,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,10.78,1.4,Time final
136,Kade,Flynn,Kade Flynn,Men,2006-01-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,10.89,1.3,Time final
137,Logan,Jet,Logan Jet,Men,2006-04-05,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,2,10.94,1.5,Time final
138,Tyson,Adler,Tyson Adler,Men,2006-12-23,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,2,10.99,1.4,Time final
139,Drake,Ellis,Drake Ellis,Men,2006-04-09,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,11.09,1.3,Time final
140,Rex,Tanner,Rex Tanner,Men,2006-07-07,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,10.94,1.5,Time final
141,Harry,Cerano,Harry Cerano,Men,2006-03-22,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,11.29,1.4,Time final
142,Tylor,Sage,Tylor Sage,Men,2006-04-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,3,10.68,1.3,Time final
143,Taylor,Surge,Taylor Surge,Men,2006-11-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,3,10.78,1.5,Time final
144,Ryker,Tan,Ryker Tan,Men,2006-03-18,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,3,10.89,1.4,Time final
145,Noah,Gust,Noah Gust,Men,2006-02-15,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,3,10.94,1.3,Time final
146,Samuel,Milo,Samuel Milo,Men,2006-07-22,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,3,10.99,1.5,Time final
147,Channing,Drew,Channing Drew,Men,2006-11-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,3,11.09,1.4,Time final
148,Daniel,Adler,Daniel Adler,Men,2006-07-09,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,3,10.84,1.3,Time final
149,Cory,Speed,Cory Speed,Men,2006-05-30,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,3,11.29,1.5,Time final
150,Barry,Tate,Barry Tate,Men,2006-02-14,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,4,10.7,1.4,Time final
151,Jerrick,Strike,Jerrick Strike,Men,2006-09-17,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,4,10.87,1.3,Time final
152,Tanner,Blake,Tanner Blake,Men,2006-09-08,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,4,10.89,1.5,Time final
153,Zane,Bolt,Zane Bolt,Men,2006-09-15,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,4,10.94,1.4,Time final
154,Peter,Kane,Peter Kane,Men,2006-05-19,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,4,10.99,1.3,Time final
155,Ashton,Ross,Ashton Ross,Men,2006-10-24,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,4,11.09,1.5,Time final
156,Cruz,Beckett,Cruz Beckett,Men,2006-08-14,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,4,10.99,1.4,Time final
157,Ryan,Ward,Ryan Ward,Men,2006-08-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,4,11.29,1.3,Time final
158,Cade,Donovan,Cade Donovan,Men,2006-11-15,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,5,10.83,1.5,Time final
159,Reid,Flash,Reid Flash,Men,2006-10-15,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,5,10.87,1.4,Time final
160,Cole,Sprint,Cole Sprint,Men,2006-03-10,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,5,10.94,1.3,Time final
161,Jace,Speed,Jace Speed,Men,2006-01-30,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,5,10.94,1.5,Time final
162,Eli,Bolt,Eli Bolt,Men,2006-12-12,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,5,10.99,1.4,Time final
163,Zane,Cruz,Zane Cruz,Men,2006-07-29,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,5,11.09,1.3,Time final
164,Mason,Jonah,Mason Jonah,Men,2006-07-01,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,5,11.04,1.5,Time final
165,Samuel,Quinn,Samuel Quinn,Men,2006-06-21,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,5,11.29,1.4,Time final
166,Tina,Vale,Tina Vale,Women,2006-03-01,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,1,11.91,1.2,Time final
167,Una,Wisp,Una Wisp,Women,2006-09-07,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,1,12.11,1.2,Time final
168,Vina,Yale,Vina Yale,Women,2006-06-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,1,12.3,1.2,Time final
169,Wyn,Zara,Wyn Zara,Women,2005-12-16,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,1,12.5,1.2,Time final
170,Xena,Bae,Xena Bae,Women,2006-10-18,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,1,12.69,1.2,Time final
171,Yara,Cora,Yara Cora,Women,2006-04-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,1,12.89,1.2,Time final
172,Alice,Eden,Alice Eden,Women,2006-07-09,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,1,11.75,1.2,Time final
173,Bryn,Fae,Bryn Fae,Women,2006-08-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,1,11.96,1.2,Time final
174,Cora,Gwen,Cora Gwen,Women,2006-03-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,1,12.15,1.2,Time final
