id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
32,Terry,Joe,Terry Joe, Men, 2011-09-27 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.66,1.8,Timed final
33, Noah , Dash, Noah   Dash, Men, 2013-09-10 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.1,1.8,Timed final
34, Henry, Gale, Henry  Gale, Men, 2014-01-20 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.5,1.8,Timed final
35, Easton, Grey, Easton  Grey, Men, 2011-12-14 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U15,5,11.9,1.8,Timed final
36, Drew , Nolan, Drew   Nolan, Men, 2011-03-27 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.3,1.8,Timed final
37, Kaden, Ross, Kaden  Ross, Men, 2012-11-11 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.65,1.8,Timed final
38, Silas, Zane, Silas  Zane, Men, 2012-12-06 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U15,5,12.65,1.8,Timed final
39, Levi , Tucker , Levi   Tucker , Men, 2011-09-08 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U15,5,11.9,1.8,Timed final
40,Isla,Jade,Isla Jade,Women,2013-01-08,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,1,13.6,0.9,Timed final
41,Juniper,Kane,Juniper Kane,Women,2011-12-14,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,1,13.85,0.9,Timed final
42,Quinn,Sage,Quinn Sage,Women,2011-08-14,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,1,13.7,0.9,Timed final
43,Sophie,Swift,Sophie Swift,Women,2011-06-10,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U15,1,14.3,0.9,Timed final
44,Avery,Blair,Avery Blair,Women,2011-05-12,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,1,13.5,0.9,Timed final
45,Bryn,Carter,Bryn Carter,Women,2012-08-23,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U15,1,13.75,0.9,Timed final
46,Lily,Dash,Lily Dash,Women,2012-03-15,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U15,1,14.7,0.9,Timed final
47,Yara,Dell,Yara Dell,Women,2010-11-22,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,1,13.8,0.9,Timed final
48,Melina,Mira,Melina Mira,Women,2012-02-24,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,2,14.15,1.1,Timed final
49,Kira,Lane,Kira Lane,Women,2012-04-17,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,2,14.1,1.1,Timed final
50,Mia,Storm,Mia Storm,Women,2011-09-05,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,2,14.7,1.1,Timed final
51,Rhea,Tate,Rhea Tate,Women,2011-10-03,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,2,13.95,1.1,Timed final
52,Gia,Lark,Gia Lark,Women,2011-09-08,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,2,13.9,1.1,Timed final
53,Emma,Bolt,Emma Bolt,Women,2013-07-20,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,2,14.3,1.1,Timed final
54,Cora,Dixon,Cora Dixon,Women,2013-01-15,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,2,14,1.1,Timed final
55,Zoe,Echo,Zoe Echo,Women,2012-01-09,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,2,14.05,1.1,Timed final
56,Maeve,Nora,Maeve Nora,Women,2011-02-28,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,3,14.6,1.3,Timed final
57,Sadie,Vale,Sadie Vale,Women,2012-07-07,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,3,14.2,1.3,Timed final
58,Jade,Opal,Jade Opal,Women,2011-07-13,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,3,14.65,1.3,Timed final
59,Lila,Moss,Lila Moss,Women,2013-10-05,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U15,3,14.35,1.3,Timed final
60,Ava,Reed,Ava Reed,Women,2012-11-10,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U15,3,14.3,1.3,Timed final
61,Olivia,Blaze,Olivia Blaze,Women,2013-04-25,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,3,14.7,1.3,Timed final
62,Daisy,Ellis,Daisy Ellis,Women,2010-11-30,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,3,14.25,1.3,Timed final
63,Eden,Faye,Eden Faye,Women,2014-03-02,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U15,3,14.5,1.3,Timed final
64,Delia,Iris,Delia Iris,Women,2012-10-11,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,4,15.05,1.5,Timed final
65,Blair,Glyn,Blair Glyn,Women,2011-03-27,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U15,4,14.55,1.5,Timed final
66,Clara,Holt,Clara Holt,Women,2013-07-03,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U15,4,14.8,1.5,Timed final
67,Savannah,York,Savannah York,Women,2011-06-30,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,4,14.7,1.5,Timed final
68,Talia,Wren,Talia Wren,Women,2013-12-22,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,4,14.45,1.5,Timed final
69,Isabella,Ridge,Isabella Ridge,Women,2012-08-15,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U15,4,14.7,1.5,Timed final
70,Aria,Fern,Aria Fern,Women,2013-08-14,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,4,14.3,1.5,Timed final
71,Chloe,Gale,Chloe Gale,Women,2011-12-20,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,4,14.3,1.5,Timed final
72,Elise,June,Elise June,Women,2013-05-29,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,5,15.3,1.8,Timed final
73,Freya,Knox,Freya Knox,Women,2011-12-16,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U15,5,15.55,1.8,Timed final
74,Indie,Nova,Indie Nova,Women,2013-11-01,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,5,14.4,1.8,Timed final
75,Mira,Rose,Mira Rose,Women,2013-06-22,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,5,15.4,1.8,Timed final
76,Kaya,Pearl,Kaya Pearl,Women,2013-04-19,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,5,14.9,1.8,Timed final
77,Ella,Surge,Ella Surge,Women,2012-10-05,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U15,5,14.7,1.8,Timed final
78,Luna,Quinn,Luna Quinn,Women,2012-12-06,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U15,5,15.15,1.8,Timed final
79,Amelia,Flash,Amelia Flash,Women,2011-05-30,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U15,5,14.3,1.8,Timed final
80, Samuel, Jet , Samuel  Jet , Men, 2008-03-25 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U18,1,11.4,0.9,Timed final
81, Wesley, Grey, Wesley  Grey, Men, 2008-06-30 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,1,11.8,0.9,Timed final
82, Ivan , Locke, Ivan   Locke, Men, 2008-01-08 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,1,11.15,0.9,Timed final
83, Holden, Kane, Holden  Kane, Men, 2009-07-25 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,1,12.15,0.9,Timed final
84, Tucker, Ford, Tucker  Ford, Men, 2009-01-31 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,1,12.8,0.9,Timed final
85, Corbin, Nash, Corbin  Nash, Men, 2008-07-09 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,1,11.4,0.9,Timed final
86, Gideon, Shaw, Gideon  Shaw, Men, 2008-05-11 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,1,12,0.9,Timed final
87, Eli, Vortex , Eli  Vortex , Men, 2009-04-22 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,1,11.8,0.9,Timed final
88, Tyson, Bolt, Tyson  Bolt, Men, 2008-02-10 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.4,1.1,Timed final
89, Xavier, Holt, Xavier  Holt, Men, 2009-01-15 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.95,1.1,Timed final
90, Jasper, Milo, Jasper  Milo, Men, 2009-04-14 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.3,1.1,Timed final
91, Lennox, Owen, Lennox  Owen, Men, 2008-06-05 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.6,1.1,Timed final
92, Jacob, Surge, Jacob  Surge, Men, 2009-09-12 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.8,1.1,Timed final
93, Harley, Tate, Harley  Tate, Men, 2009-06-29 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,2,12.15,1.1,Timed final
94, Owen , Sprint , Owen   Sprint , Men, 2008-08-30 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.4,1.1,Timed final
95, Jonah, Wade, Jonah  Wade, Men, 2008-09-08 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,2,11.3,1.1,Timed final
96, Roman, Blair, Roman  Blair, Men, 2008-12-14 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.2,1.3,Timed final
97, Archer, Levi, Archer  Levi, Men, 2008-04-05 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,3,12.25,1.3,Timed final
98, Ryan , Flash, Ryan   Flash, Men, 2008-06-18 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.4,1.3,Timed final
99, Maddox, Reid, Maddox  Reid, Men, 2009-02-28 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.75,1.3,Timed final
100, Caleb, Rush, Caleb  Rush, Men, 2009-05-15 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.8,1.3,Timed final
101, Luke , Wind, Luke   Wind, Men, 2009-10-15 ,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.8,1.3,Timed final
102, Miles, Zane, Miles  Zane, Men, 2008-10-13 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.75,1.3,Timed final
103, Kade , Xander , Kade   Xander , Men, 2009-04-24 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,3,11.45,1.3,Timed final
104,Jackson,Harbour,Jackson Harbour, Men, 2009-11-20 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.29,1.5,Timed final
105, Nolan, Adler, Nolan  Adler, Men, 2009-02-19 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.9,1.5,Timed final
106, Soren, Cole, Soren  Cole, Men, 2008-03-03 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.35,1.5,Timed final
107, Dax, Ellis, Dax  Ellis, Men, 2008-09-30 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.55,1.5,Timed final
108, Adrian, Holt, Adrian  Holt, Men, 2008-05-12 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.1,1.5,Timed final
109, Damon, Pierce , Damon  Pierce , Men, 2008-08-14 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.55,1.5,Timed final
110, Dylan, Speed, Dylan  Speed, Men, 2008-11-20 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.4,1.5,Timed final
111, Daniel, Strike , Daniel  Strike , Men, 2009-01-30 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,4,11.8,1.5,Timed final
112, Orion, Tate, Orion  Tate, Men, 2008-11-11 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,4,12.05,1.5,Timed final
113, Ryder, Dean, Ryder  Dean, Men, 2008-12-22 ,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05, 100m,U18,5,12.2,1.8,Timed final
114, Isaac, Blaze, Isaac  Blaze, Men, 2009-07-08 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.8,1.8,Timed final
115, Bennett , Chase, Bennett   Chase, Men, 2009-08-23 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.25,1.8,Timed final
116, Titus, Dean, Titus  Dean, Men, 2009-07-07 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.5,1.8,Timed final
117, Nathan, Gust, Nathan  Gust, Men, 2008-12-05 ,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.4,1.8,Timed final
118, Emerson , Grant, Emerson   Grant, Men, 2009-03-02 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.7,1.8,Timed final
119, Beckett , Milo, Beckett   Milo, Men, 2009-02-22 ,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.25,1.8,Timed final
120, Ezra , Quinn, Ezra   Quinn, Men, 2009-03-27 ,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05, 100m,U18,5,11.7,1.8,Timed final
121,Ivy,Jinx,Ivy Jinx,Women,2008-01-08,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,1,12.15,0.9,Timed final
122,Jade,Kora,Jade Kora,Women,2009-04-14,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,1,12.35,0.9,Timed final
123,Risa,Sloane,Risa Sloane,Women,2008-12-14,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,1,12.2,0.9,Timed final
124,Grace,Swift,Grace Swift,Women,2008-06-15,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,1,12.6,0.9,Timed final
125,Ava,Bliss,Ava Bliss,Women,2008-05-12,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,1,12.1,0.9,Timed final
126,Bree,Cade,Bree Cade,Women,2009-08-23,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,1,12.3,0.9,Timed final
127,Harper,Dash,Harper Dash,Women,2009-03-20,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,1,13,0.9,Timed final
128,Cali,Dove,Cali Dove,Women,2007-11-15,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,1,12.5,0.9,Timed final
129,Lynn,Kali,Lynn Kali,Women,2008-10-17,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,2,12.55,1.1,Timed final
130,Sana,Tide,Sana Tide,Women,2008-03-03,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,2,12.4,1.1,Timed final
131,Ines,Mira,Ines Mira,Women,2009-04-24,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,2,12.5,1.1,Timed final
132,Zoey,Storm,Zoey Storm,Women,2009-07-25,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,2,13,1.1,Timed final
133,Hedi,Lila,Hedi Lila,Women,2008-09-08,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,2,12.3,1.1,Timed final
134,Scarlett,Bolt,Scarlett Bolt,Women,2008-11-10,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,2,12.6,1.1,Timed final
135,Zara,Dawn,Zara Dawn,Women,2009-02-22,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,2,12.25,1.1,Timed final
136,Demi,Elle,Demi Elle,Women,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,2,12.7,1.1,Timed final
137,Mila,Nix,Mila Nix,Women,2009-02-28,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,3,12.95,1.3,Timed final
138,Luna,Reed,Luna Reed,Women,2008-12-05,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,3,12.6,1.3,Timed final
139,Nora,Ode,Nora Ode,Women,2008-08-21,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,3,13.15,1.3,Timed final
140,Lana,Mae,Lana Mae,Women,2008-06-05,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,3,12.75,1.3,Timed final
141,Violet,Blaze,Violet Blaze,Women,2009-01-15,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,3,13,1.3,Timed final
142,Alix,Eden,Alix Eden,Women,2008-07-09,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,3,12.45,1.3,Timed final
143,Faye,Gale,Faye Gale,Women,2008-06-19,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,3,13.1,1.3,Timed final
144,Eira,Fawn,Eira Fawn,Women,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,3,12.9,1.3,Timed final
145,Cleo,Gwen,Cleo Gwen,Women,2009-03-27,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,4,12.85,1.5,Timed final
146,Dara,Hara,Dara Hara,Women,2008-11-03,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,4,13.05,1.5,Timed final
147,Gina,Haze,Gina Haze,Women,2008-12-10,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,4,13.3,1.5,Timed final
148,Ruby,Gale,Ruby Gale,Women,2008-04-30,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,4,12.6,1.5,Timed final
149,Oona,Pace,Oona Pace,Women,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,4,13.35,1.5,Timed final
150,Stella,Ridge,Stella Ridge,Women,2009-08-10,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,4,13,1.5,Timed final
151,Tara,Vale,Tara Vale,Women,2009-07-07,Aelthoria,Sylvara Athletics Club,Local_2,2025-02-05,100m,U18,4,12.6,1.5,Timed final
152,Bria,Fae,Bria Fae,Women,2008-08-14,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,4,12.65,1.5,Timed final
153,Hara,Isle,Hara Isle,Women,2009-07-25,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,5,13.5,1.8,Timed final
154,Jana,Nola,Jana Nola,Women,2008-07-01,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,5,12.7,1.8,Timed final
155,Mina,Sana,Mina Sana,Women,2008-08-06,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U18,5,13.3,1.8,Timed final
156,Nala,Tara,Nala Tara,Women,2008-12-22,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,5,13.5,1.8,Timed final
157,Lena,Risa,Lena Risa,Women,2009-02-19,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,5,13.1,1.8,Timed final
158,Kora,Pia,Kora Pia,Women,2008-10-13,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U18,5,12.9,1.8,Timed final
159,Ivy,Surge,Ivy Surge,Women,2009-10-20,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U18,5,13,1.8,Timed final
160,Hazel,Flash,Hazel Flash,Women,2008-05-25,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U18,5,12.6,1.8,Timed final
161,Ace,Burton,Ace Burton,Men,2006-05-12,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U20,1,10.7,0.9,Timed final
162,Hawk,Jasper,Hawk Jasper,Men,2006-01-08,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U20,1,10.75,0.9,Timed final
163,Pax,River,Pax River,Men,2006-12-14,Aelthoria,Thalindra Athletics Club,Local_2,2025-02-05,100m,U20,1,10.8,0.9,Timed final
164,Axel,Zane,Axel Zane,Men,2006-02-22,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U20,1,10.85,0.9,Timed final
165,Cade,Donovan,Cade Donovan,Men,2006-11-15,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U20,1,11,0.9,Timed final
166,Jett,Lawson,Jett Lawson,Men,2006-10-17,Aelthoria,Vyrnwood Athletics Club,Local_2,2025-02-05,100m,U20,1,11.05,0.9,Timed final
167,Rex,Tanner,Rex Tanner,Men,2006-07-07,Aelthoria,Lumora Athletics Club,Local_2,2025-02-05,100m,U20,1,11.1,0.9,Timed final
168,Cole,Sprint,Cole Sprint,Men,2006-03-10,Aelthoria,Eldrin Athletics Club,Local_2,2025-02-05,100m,U20,1,11.1,0.9,Timed final
