id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
16,Brody,Lynch,Brody Lynch,Male,2012-01-09,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,3,12.36,-1.9,Timed final
17,Jaxon,Miles,Jaxon Miles,Male,2014-05-21,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,3,12.51,-1.9,Timed final
18,Eli,Parker,Eli Parker,Male,2014-07-03,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,3,12.44,-1.9,Timed final
19,Preston,York,Preston York,Male,2012-07-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,4,12.09,-1.9,Timed final
20,Parker,Lane,Parker Lane,Male,2011-11-30,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,4,12.14,-1.9,Timed final
21,Kaden,Ross,Kaden Ross,Male,2012-11-11,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,4,12.31,-1.9,Timed final
22,Rowan,Beck,Rowan Beck,Male,2011-06-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,4,12.39,-1.9,Timed final
23,Reid,John,Reid John,Male,2014-04-19,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,4,12.51,-1.9,Timed final
24,Nash,Warren,Nash Warren,Male,2013-11-01,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,4,12.56,-1.9,Timed final
25,Silas,Zane,Silas Zane,Male,2012-12-06,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,4,12.66,-1.9,Timed final
26,James,Ridge,James Ridge,Male,2011-08-25,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,5,12.09,-1.9,Timed final
27,Mason,Bolt,Mason Bolt,Male,2014-02-18,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,5,12.14,-1.9,Timed final
28,Drew,Nolan,Drew Nolan,Male,2011-03-27,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,5,12.31,-1.9,Timed final
29,Bryce,Tate,Bryce Tate,Male,2011-09-10,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,5,12.25,-1.9,Timed final
30,Aiden,Flash,Aiden Flash,Male,2012-10-12,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,5,12.51,-1.9,Timed final
31,Kai,Sutton,Kai Sutton,Male,2011-12-16,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,5,12.91,-1.9,Timed final
32,Sadie,Vale,Sadie Vale,Female,2012-07-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,1,14.19,-1.9,Timed final
33,Emma,Bolt,Emma Bolt,Female,2013-07-20,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,1,14.29,-1.9,Timed final
34,Daisy,Ellis,Daisy Ellis,Female,2011-11-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,1,14.24,-1.9,Timed final
35,Eden,Faye,Eden Faye,Female,2014-03-02,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,1,14.49,-1.9,Timed final
36,Ivy,Zara,Ivy Zara,Female,2013-02-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,1,14.94,-1.9,Timed final
37,Xena,Cove,Xena Cove,Female,2013-04-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,1,15.44,-1.9,Timed final
38,Mia,Storm,Mia Storm,Female,2011-09-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,1,14.69,-1.9,Timed final
39,Cora,Dixon,Cora Dixon,Female,2013-01-15,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,2,13.99,-1.9,Timed final
40,Sophie,Swift,Sophie Swift,Female,2011-06-10,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,2,14.29,-1.9,Timed final
41,Aria,Fern,Aria Fern,Female,2013-08-14,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,2,14.29,-1.9,Timed final
42,Blair,Glyn,Blair Glyn,Female,2011-03-27,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,2,14.54,-1.9,Timed final
43,Gwen,Hale,Gwen Hale,Female,2011-09-10,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,2,14.99,-1.9,Timed final
44,Olivia,Blaze,Olivia Blaze,Female,2013-04-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,2,14.69,-1.9,Timed final
45,Lily,Dash,Lily Dash,Female,2012-03-15,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,2,14.69,-1.9,Timed final
46,Zoe,Echo,Zoe Echo,Female,2012-01-09,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,3,14.04,-1.9,Timed final
47,Ava,Reed,Ava Reed,Female,2012-11-10,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U15,3,14.29,-1.9,Timed final
48,Lila,Moss,Lila Moss,Female,2013-10-05,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,3,14.34,-1.9,Timed final
49,Jade,Opal,Jade Opal,Female,2011-07-13,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,3,14.64,-1.9,Timed final
50,Opal,Pike,Opal Pike,Female,2012-11-11,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,3,15.09,-1.9,Timed final
51,Isabella,Ridge,Isabella Ridge,Female,2012-08-15,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,3,14.69,-1.9,Timed final
52,Melina,Mira,Melina Mira,Female,2012-02-24,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,4,14.14,-1.9,Timed final
53,Amelia,Flash,Amelia Flash,Female,2011-05-30,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,4,14.29,-1.9,Timed final
54,Indie,Nova,Indie Nova,Female,2013-11-01,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,4,14.39,-1.9,Timed final
55,Maeve,Nora,Maeve Nora,Female,2011-02-28,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,4,14.59,-1.9,Timed final
56,Luna,Quinn,Luna Quinn,Female,2012-12-06,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,4,15.14,-1.9,Timed final
57,Ella,Surge,Ella Surge,Female,2012-10-05,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U15,4,14.69,-1.9,Timed final
58,Kira,Lane,Kira Lane,Female,2012-04-17,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,5,14.09,-1.9,Timed final
59,Chloe,Gale,Chloe Gale,Female,2011-12-20,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,5,14.29,-1.9,Timed final
60,Talia,Wren,Talia Wren,Female,2013-12-22,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,5,14.44,-1.9,Timed final
61,Kaya,Pearl,Kaya Pearl,Female,2013-04-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U15,5,14.89,-1.9,Timed final
62,Willa,Bryne,Willa Bryne,Female,2012-09-18,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U15,5,15.19,-1.9,Timed final
63,Savannah,York,Savannah York,Female,2011-06-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U15,5,14.69,-1.9,Timed final
64,Lincoln,York,Lincoln York,Male,2008-07-01,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,1,11.59,-1.9,Timed final
65,Miles,Zane,Miles Zane,Male,2008-10-13,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,1,11.76,-1.9,Timed final
66,Kade,Xander,Kade Xander,Male,2009-04-24,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,1,11.44,-1.9,Timed final
67,Jackson,Harbour,Jackson Harbour,Male,2009-11-20,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,1,11.65,-1.9,Timed final
68,Wesley,Grey,Wesley Grey,Male,2008-06-30,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,1,11.81,-1.9,Timed final
69,Tyson,Bolt,Tyson Bolt,Male,2008-02-10,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,1,11.76,-1.9,Timed final
70,Orion,Tate,Orion Tate,Male,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,1,12.04,-1.9,Timed final
71,Victor,Flynn,Victor Flynn,Male,2008-09-22,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,2,11.64,-1.9,Timed final
72,Corbin,Nash,Corbin Nash,Male,2008-07-09,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,2,11.76,-1.9,Timed final
73,Keegan,Nash,Keegan Nash,Male,2008-10-17,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,2,11.44,-1.9,Timed final
74,Finnley,Ross,Finnley Ross,Male,2008-11-03,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,2,11.89,-1.9,Timed final
75,Eli,Vortex,Eli Vortex,Male,2009-04-22,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,2,11.79,-1.9,Timed final
76,Nathan,Gust,Nathan Gust,Male,2008-12-05,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,2,11.76,-1.9,Timed final
77,Preston,Beck,Preston Beck,Male,2008-08-06,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,2,12.06,-1.9,Timed final
78,Gideon,Shaw,Gideon Shaw,Male,2008-05-11,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,3,11.66,-1.9,Timed final
79,Caleb,Rush,Caleb Rush,Male,2009-05-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,3,11.46,-1.9,Timed final
80,Damon,Pierce,Damon Pierce,Male,2008-08-14,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,3,11.89,-1.9,Timed final
81,Luke,Wind,Luke Wind,Male,2009-10-15,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,3,11.81,-1.9,Timed final
82,Nolan,Adler,Nolan Adler,Male,2009-02-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,3,11.91,-1.9,Timed final
83,Emerson,Grant,Emerson Grant,Male,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,4,11.71,-1.9,Timed final
84,Samuel,Jet,Samuel Jet,Male,2008-03-25,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,4,11.39,-1.9,Timed final
85,Daniel,Strike,Daniel Strike,Male,2009-01-30,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,4,11.46,-1.9,Timed final
86,Dax,Ellis,Dax Ellis,Male,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,4,11.56,-1.9,Timed final
87,Ryan,Flash,Ryan Flash,Male,2008-06-18,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,4,11.76,-1.9,Timed final
88,Xavier,Holt,Xavier Holt,Male,2009-01-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,4,11.96,-1.9,Timed final
89,Maddox,Reid,Maddox Reid,Male,2009-02-28,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,5,11.74,-1.9,Timed final
90,Owen,Sprint,Owen Sprint,Male,2008-08-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,5,11.39,-1.9,Timed final
91,Titus,Dean,Titus Dean,Male,2009-07-07,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,5,11.49,-1.9,Timed final
92,Lennox,Owen,Lennox Owen,Male,2008-06-05,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,5,11.61,-1.9,Timed final
93,Jacob,Surge,Jacob Surge,Male,2009-09-12,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,5,11.79,-1.9,Timed final
94,Camden,Drew,Camden Drew,Male,2008-11-15,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,5,11.76,-1.9,Timed final
95,Tara,Vale,Tara Vale,Female,2009-07-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,1,12.59,-1.9,Timed final
96,Luna,Reed,Luna Reed,Female,2008-12-05,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,1,12.59,-1.9,Timed final
97,Demi,Elle,Demi Elle,Female,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,1,12.69,-1.9,Timed final
98,Eira,Fawn,Eira Fawn,Female,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,1,12.89,-1.9,Timed final
99,Ines,Mira,Ines Mira,Female,2009-04-24,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,1,12.49,-1.9,Timed final
100,Ivy,Surge,Ivy Surge,Female,2009-10-20,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,1,12.99,-1.9,Timed final
101,Hailey,Yale,Hailey Yale,Female,2008-06-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,1,12.99,-1.9,Timed final
102,Alix,Eden,Alix Eden,Female,2008-07-09,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,2,12.44,-1.9,Timed final
103,Ruby,Gale,Ruby Gale,Female,2008-04-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,2,12.59,-1.9,Timed final
104,Lana,Mae,Lana Mae,Female,2008-06-05,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,2,12.74,-1.9,Timed final
105,Harper,Dash,Harper Dash,Female,2009-03-20,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,2,12.99,-1.9,Timed final
106,Nora,Ode,Nora Ode,Female,2008-08-21,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,2,13.14,-1.9,Timed final
107,Wren,Zoe,Wren Zoe,Female,2009-01-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,2,13.19,-1.9,Timed final
108,Lynn,Kali,Lynn Kali,Female,2008-10-17,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,3,12.54,-1.9,Timed final
109,Hazel,Flash,Hazel Flash,Female,2008-05-25,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,3,12.59,-1.9,Timed final
110,Kora,Pia,Kora Pia,Female,2008-10-13,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,3,12.89,-1.9,Timed final
111,Mila,Nix,Mila Nix,Female,2009-02-28,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,3,12.94,-1.9,Timed final
112,Zoey,Storm,Zoey Storm,Female,2009-07-25,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,3,12.99,-1.9,Timed final
113,Elsa,Iva,Elsa Iva,Female,2008-05-11,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,3,13.24,-1.9,Timed final
114,Grace,Swift,Grace Swift,Female,2008-06-15,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,4,12.59,-1.9,Timed final
115,Bria,Fae,Bria Fae,Female,2008-08-14,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U18,4,12.64,-1.9,Timed final
116,Uma,Wisp,Uma Wisp,Female,2008-09-22,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,4,12.79,-1.9,Timed final
117,Faye,Gale,Faye Gale,Female,2008-06-19,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,4,13.09,-1.9,Timed final
118,Violet,Blaze,Violet Blaze,Female,2009-01-15,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,4,12.99,-1.9,Timed final
119,Oona,Pace,Oona Pace,Female,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,4,13.34,-1.9,Timed final
120,Scarlett,Bolt,Scarlett Bolt,Female,2008-11-10,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U18,5,12.59,-1.9,Timed final
121,Jana,Nola,Jana Nola,Female,2008-07-01,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,5,12.69,-1.9,Timed final
122,Cleo,Gwen,Cleo Gwen,Female,2009-03-27,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U18,5,12.84,-1.9,Timed final
123,Dara,Hara,Dara Hara,Female,2008-11-03,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,5,13.04,-1.9,Timed final
124,Stella,Ridge,Stella Ridge,Female,2009-08-10,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U18,5,12.99,-1.9,Timed final
125,Mina,Sana,Mina Sana,Female,2008-08-06,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U18,5,13.29,-1.9,Timed final
126,Derrick,Quinn,Derrick Quinn,Male,2006-06-25,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,1,10.84,-1.9,Timed final
127,Grayden,Tate,Grayden Tate,Male,2006-11-27,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,1,10.96,-1.9,Timed final
128,Billy,Levi,Billy Levi,Male,2006-06-14,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,1,11.06,-1.9,Timed final
129,Finn,Rush,Finn Rush,Male,2006-05-25,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,1,11.11,-1.9,Timed final
130,Stephen,Reid,Stephen Reid,Male,2006-12-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,1,11.16,-1.9,Timed final
131,Milton,Storm,Milton Storm,Male,2006-10-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,1,11.26,-1.9,Timed final
132,Jett,Lawson,Jett Lawson,Male,2006-10-17,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,1,11.06,-1.9,Timed final
133,Brayden,Blaze,Brayden Blaze,Male,2006-10-01,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,1,11.46,-1.9,Timed final
134,Larry,Stone,Larry Stone,Male,2006-02-17,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,2,10.84,-1.9,Timed final
135,Theo,Sutton,Theo Sutton,Male,2006-05-23,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,2,10.94,-1.9,Timed final
136,Kade,Flynn,Kade Flynn,Male,2006-01-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,2,11.06,-1.9,Timed final
137,Logan,Jet,Logan Jet,Male,2006-04-05,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,2,11.11,-1.9,Timed final
138,Tyson,Adler,Tyson Adler,Male,2006-12-23,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,2,11.16,-1.9,Timed final
139,Drake,Ellis,Drake Ellis,Male,2006-04-09,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,2,11.26,-1.9,Timed final
140,Rex,Tanner,Rex Tanner,Male,2006-07-07,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,2,11.11,-1.9,Timed final
141,Harry,Cerano,Harry Cerano,Male,2006-03-22,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,2,11.46,-1.9,Timed final
142,Tylor,Sage,Tylor Sage,Male,2006-04-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,3,10.84,-1.9,Timed final
143,Taylor,Surge,Taylor Surge,Male,2006-11-11,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,3,10.94,-1.9,Timed final
144,Ryker,Tan,Ryker Tan,Male,2006-03-18,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,3,11.06,-1.9,Timed final
145,Noah,Gust,Noah Gust,Male,2006-02-15,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,3,11.11,-1.9,Timed final
146,Samuel,Milo,Samuel Milo,Male,2006-07-22,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,3,11.16,-1.9,Timed final
147,Channing,Drew,Channing Drew,Male,2006-11-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,3,11.26,-1.9,Timed final
148,Daniel,Adler,Daniel Adler,Male,2006-07-09,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,3,11.01,-1.9,Timed final
149,Cory,Speed,Cory Speed,Male,2006-05-30,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,3,11.46,-1.9,Timed final
150,Barry,Tate,Barry Tate,Male,2006-02-14,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,4,10.86,-1.9,Timed final
151,Jerrick,Strike,Jerrick Strike,Male,2006-09-17,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,4,11.04,-1.9,Timed final
152,Tanner,Blake,Tanner Blake,Male,2006-09-08,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,4,11.06,-1.9,Timed final
153,Zane,Bolt,Zane Bolt,Male,2006-09-15,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,4,11.11,-1.9,Timed final
154,Peter,Kane,Peter Kane,Male,2006-05-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,4,11.16,-1.9,Timed final
155,Ashton,Ross,Ashton Ross,Male,2006-10-24,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,4,11.26,-1.9,Timed final
156,Cruz,Beckett,Cruz Beckett,Male,2006-08-14,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,4,11.16,-1.9,Timed final
157,Ryan,Ward,Ryan Ward,Male,2006-08-11,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,4,11.46,-1.9,Timed final
158,Cade,Donovan,Cade Donovan,Male,2006-11-15,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,5,10.99,-1.9,Timed final
159,Reid,Flash,Reid Flash,Male,2006-10-15,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,5,11.04,-1.9,Timed final
160,Cole,Sprint,Cole Sprint,Male,2006-03-10,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,5,11.11,-1.9,Timed final
161,Jace,Speed,Jace Speed,Male,2006-01-30,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,U20,5,11.11,-1.9,Timed final
162,Eli,Bolt,Eli Bolt,Male,2006-12-12,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,U20,5,11.16,-1.9,Timed final
163,Zane,Cruz,Zane Cruz,Male,2006-07-29,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,U20,5,11.26,-1.9,Timed final
164,Mason,Jonah,Mason Jonah,Male,2006-07-01,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,U20,5,11.21,-1.9,Timed final
165,Samuel,Quinn,Samuel Quinn,Male,2006-06-21,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,U20,5,11.46,-1.9,Timed final
166,Tina,Vale,Tina Vale,Female,2006-03-01,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,1,12.09,-1.9,Timed final
167,Una,Wisp,Una Wisp,Female,2006-09-07,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,1,12.29,-1.9,Timed final
168,Vina,Yale,Vina Yale,Female,2006-06-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,1,12.49,-1.9,Timed final
169,Wyn,Zara,Wyn Zara,Female,2005-12-16,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-04-14,100m,U20,1,12.69,-1.9,Timed final
170,Xena,Bae,Xena Bae,Female,2006-10-18,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,1,12.89,-1.9,Timed final
