id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
22,Max,Vaughn,Max Vaughn,Men,2012-02-24,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,11.88,0.3,Heats
23,Parker,Lane,Parker Lane,Men,2011-11-30,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,11.89,0.8,Heats
24,Chase,Morrow,Chase Morrow,Men,2013-08-14,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,11.91,0.8,Heats
25,Gideon,Knox,Gideon Knox,Men,2013-10-05,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,11.93,0.8,Heats
26,Bryce,Tate,Bryce Tate,Men,2011-09-10,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,11.98,0.6,Heats
27,Ryder,Stone,Ryder Stone,Men,2014-03-02,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,12.04,0.6,Heats
28,Drew,Nolan,Drew Nolan,Men,2011-03-27,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,12.05,0.3,Heats
29,Hayes,Jensen,Hayes Jensen,Men,2011-02-28,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,12.08,0.8,Heats
30,Owen,Xander,Owen Xander,Men,2011-07-13,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,12.08,0.6,Heats
31,Brody,Lynch,Brody Lynch,Men,2012-01-09,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,12.1,0.6,Heats
32,Ashton,Wells,Ashton Wells,Men,2012-06-19,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,12.18,0.3,Heats
33,Avery,Blair,Avery Blair,Female,2011-05-12,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.01,0.3,Heats
34,Cora,Dixon,Cora Dixon,Female,2013-01-15,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,13.77,0.8,Heats
35,Yara,Dell,Yara Dell,Female,2011-11-22,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.78,0.3,Heats
36,Zoe,Echo,Zoe Echo,Female,2012-01-09,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,13.83,0.8,Heats
37,Quinn,Sage,Quinn Sage,Female,2011-08-14,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,13.68,0.6,Heats
38,Isla,Jade,Isla Jade,Female,2012-12-08,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,13.58,0.6,Heats
39,Bryn,Carter,Bryn Carter,Female,2012-08-23,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,13.73,0.6,Heats
40,Sadie,Vale,Sadie Vale,Female,2012-07-07,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.98,0.3,Heats
41,Rhea,Tate,Rhea Tate,Female,2011-10-03,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,13.93,0.6,Heats
42,Melina,Mira,Melina Mira,Female,2012-02-24,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.93,0.3,Heats
43,Gia,Lark,Gia Lark,Female,2011-09-08,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.88,0.3,Heats
44,Juniper,Kane,Juniper Kane,Female,2011-12-14,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,13.83,0.8,Heats
45,Kira,Lane,Kira Lane,Female,2012-04-17,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,13.88,0.3,Heats
46,Aria,Fern,Aria Fern,Female,2013-08-14,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,14.08,0.6,Heats
47,Sophie,Swift,Sophie Swift,Female,2011-06-10,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,14.08,0.8,Heats
48,Ava,Reed,Ava Reed,Female,2012-11-10,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,14.08,0.8,Heats
49,Chloe,Gale,Chloe Gale,Female,2011-12-20,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,14.08,0.8,Heats
50,Amelia,Flash,Amelia Flash,Female,2011-05-30,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,14.08,0.3,Heats
51,Emma,Bolt,Emma Bolt,Female,2013-07-20,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,14.08,0.8,Heats
52,Daisy,Ellis,Daisy Ellis,Female,2011-11-30,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,14.03,0.6,Heats
53,Lila,Moss,Lila Moss,Female,2013-10-05,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,3,14.12,0.8,Heats
54,Talia,Wren,Talia Wren,Female,2013-12-22,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,14.22,0.6,Heats
55,Eden,Faye,Eden Faye,Female,2014-03-02,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,1,14.27,0.6,Heats
56,Indie,Nova,Indie Nova,Female,2013-11-01,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U15,2,14.17,0.3,Heats
57,Avery,Blair,Avery Blair,Female,2011-05-12,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,12.88,0.5,Finals
58,Isla,Jade,Isla Jade,Female,2012-12-08,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.44,0.5,Finals
59,Quinn,Sage,Quinn Sage,Female,2011-08-14,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.54,0.5,Finals
60,Bryn,Carter,Bryn Carter,Female,2012-08-23,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.59,0.5,Finals
61,Cora,Dixon,Cora Dixon,Female,2013-01-15,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.63,0.5,Finals
62,Yara,Dell,Yara Dell,Female,2011-11-22,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.64,0.5,Finals
63,Zoe,Echo,Zoe Echo,Female,2012-01-09,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.69,0.5,Finals
64,Juniper,Kane,Juniper Kane,Female,2011-12-14,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-02,100m,U15,,13.69,0.5,Finals
65,Adrian,Holt,Adrian Holt,Men,2008-05-12,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,10.7,0.3,Heats
66,Ivan,Locke,Ivan Locke,Men,2008-01-08,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,10.74,0.8,Heats
67,Samuel,Jet,Samuel Jet,Men,2008-03-25,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.22,0.3,Heats
68,Owen,Sprint,Owen Sprint,Men,2008-08-30,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.22,0.8,Heats
69,Beckett,Milo,Beckett Milo,Men,2009-02-22,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.23,0.6,Heats
70,Kade,Xander,Kade Xander,Men,2009-04-24,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.27,0.8,Heats
71,Keegan,Nash,Keegan Nash,Men,2008-10-17,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.27,0.3,Heats
72,Caleb,Rush,Caleb Rush,Men,2009-05-15,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.29,0.8,Heats
73,Daniel,Strike,Daniel Strike,Men,2009-01-30,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.29,0.3,Heats
74,Titus,Dean,Titus Dean,Men,2009-07-07,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.32,0.8,Heats
75,Ezra,Quinn,Ezra Quinn,Men,2009-03-27,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.35,0.3,Heats
76,Dax,Ellis,Dax Ellis,Men,2008-09-30,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.39,0.8,Heats
77,Roman,Blair,Roman Blair,Men,2008-12-14,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.18,0.6,Heats
78,Lincoln,York,Lincoln York,Men,2008-07-01,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.42,0.6,Heats
79,Lennox,Owen,Lennox Owen,Men,2008-06-05,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.44,0.3,Heats
80,Jackson,Harbour,Jackson Harbour,Men,2009-11-20,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.48,0.6,Heats
81,Victor,Flynn,Victor Flynn,Men,2008-09-22,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.47,0.8,Heats
82,Gideon,Shaw,Gideon Shaw,Men,2008-05-11,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.49,0.6,Heats
83,Emerson,Grant,Emerson Grant,Men,2009-03-02,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.53,0.3,Heats
84,Maddox,Reid,Maddox Reid,Men,2009-02-28,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.56,0.6,Heats
85,Ryan,Flash,Ryan Flash,Men,2008-06-18,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.58,0.6,Heats
86,Corbin,Nash,Corbin Nash,Men,2008-07-09,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.58,0.6,Heats
87,Tyson,Bolt,Tyson Bolt,Men,2008-02-10,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,11.58,0.8,Heats
88,Nathan,Gust,Nathan Gust,Men,2008-12-05,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.58,0.6,Heats
89,Adrian,Holt,Adrian Holt,Men,2008-05-12,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,10.59,0.5,Finals
90,Ivan,Locke,Ivan Locke,Men,2008-01-08,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,10.63,0.5,Finals
91,Caleb,Rush,Caleb Rush,Men,2009-05-15,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,10.99,0.5,Finals
92,Samuel,Jet,Samuel Jet,Men,2008-03-25,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.11,0.5,Finals
93,Owen,Sprint,Owen Sprint,Men,2008-08-30,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.11,0.5,Finals
94,Beckett,Milo,Beckett Milo,Men,2009-02-22,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.12,0.5,Finals
95,Keegan,Nash,Keegan Nash,Men,2008-10-17,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.16,0.5,Finals
96,Kade,Xander,Kade Xander,Men,2009-04-24,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.16,0.5,Finals
97,Ava,Bliss,Ava Bliss,Female,2008-05-12,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.54,0.5,Finals
98,Ivy,Jinx,Ivy Jinx,Female,2008-01-08,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,11.59,0.5,Finals
99,Ava,Bliss,Ava Bliss,Female,2008-05-12,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,11.66,0.3,Heats
100,Ivy,Jinx,Ivy Jinx,Female,2008-01-08,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,11.71,0.6,Heats
101,Risa,Sloane,Risa Sloane,Female,2008-12-16,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.06,0.5,Finals
102,Zara,Dawn,Zara Dawn,Female,2009-02-22,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.11,0.5,Finals
103,Alix,Eden,Alix Eden,Female,2008-09-08,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.13,0.5,Finals
104,Hedi,Lila,Hedi Lila,Female,2008-09-08,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.16,0.5,Finals
105,Ines,Mira,Ines Mira,Female,2009-04-24,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.18,0.5,Finals
106,Risa,Sloane,Risa Sloane,Female,2008-12-16,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.18,0.6,Heats
107,Lynn,Kali,Lynn Kali,Female,2008-10-17,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-02,100m,U18,,12.23,0.5,Finals
108,Zara,Dawn,Zara Dawn,Female,2009-02-22,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.23,0.3,Heats
109,Alix,Eden,Alix Eden,Female,2008-09-08,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.25,0.8,Heats
110,Hedi,Lila,Hedi Lila,Female,2008-09-08,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.28,0.8,Heats
111,Ines,Mira,Ines Mira,Female,2009-04-24,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.3,0.3,Heats
112,Lynn,Kali,Lynn Kali,Female,2008-10-17,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.35,0.3,Heats
113,Tara,Vale,Tara Vale,Female,2009-07-07,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.4,0.6,Heats
114,Luna,Reed,Luna Reed,Female,2008-12-05,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.4,0.8,Heats
115,Ruby,Gale,Ruby Gale,Female,2008-04-30,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.4,0.8,Heats
116,Hazel,Flash,Hazel Flash,Female,2008-05-25,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.4,0.6,Heats
117,Grace,Swift,Grace Swift,Female,2008-06-15,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.4,0.3,Heats
118,Scarlett,Bolt,Scarlett Bolt,Female,2008-11-10,Aelthoria,Thalindra Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.4,0.3,Heats
119,Bria,Fae,Bria Fae,Female,2008-08-14,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.45,0.3,Heats
120,Demi,Elle,Demi Elle,Female,2008-09-30,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.5,0.8,Heats
121,Jana,Nola,Jana Nola,Female,2008-01-08,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.5,0.8,Heats
122,Lana,Mae,Lana Mae,Female,2008-01-14,Aelthoria,Lumora Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.55,0.8,Heats
123,Uma,Wisp,Uma Wisp,Female,2008-09-22,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,2,12.6,0.3,Heats
124,Cleo,Gwen,Cleo Gwen,Female,2009-03-27,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,3,12.65,0.8,Heats
125,Eira,Fawn,Eira Fawn,Female,2009-03-02,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.7,0.6,Heats
126,Kora,Pia,Kora Pia,Female,2008-10-13,Aelthoria,Eldrin Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.7,0.6,Heats
127,Mila,Nix,Mila Nix,Female,2009-02-28,Aelthoria,Vyrnwood Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.75,0.6,Heats
128,Hailey,Yale,Hailey Yale,Female,2008-06-30,Aelthoria,Sylvara Athletics Club,National Club Athletics Championship,2025-06-01,100m,U18,1,12.8,0.6,Heats
