id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
72,Caleb,Rush,Caleb Rush,men,2009-05-15,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,3,11.45,-1.1,Timed final
73,Luke,Wind,Luke Wind,men,2009-10-15,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U18,3,12.15,-1.1,Timed final
74,Maddox,Reid,Maddox Reid,men,2009-02-28,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,3,11.73,-1.1,Timed final
75,Miles,Zane,Miles Zane,men,2008-10-13,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,3,12.1,-1.1,Timed final
76,Archer,Levi,Archer Levi,men,2008-04-05,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,3,12.23,-1.1,Timed final
77,Kade,Xander,Kade Xander,men,2009-04-24,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,4,11.43,-1.7,Timed final
78,Jackson,Harbour,Jackson Harbour,men,2009-11-20,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U18,4,11.64,-1.7,Timed final
79,Dylan,Speed,Dylan Speed,men,2008-11-20,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U18,4,11.75,-1.7,Timed final
80,Daniel,Strike,Daniel Strike,men,2009-01-30,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,4,11.45,-1.7,Timed final
81,Nolan,Adler,Nolan Adler,men,2009-02-19,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U18,4,12.25,-1.7,Timed final
82,Soren,Cole,Soren Cole,men,2008-03-03,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U18,4,11.33,-1.7,Timed final
83,Dax,Ellis,Dax Ellis,men,2008-09-30,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,4,11.9,-1.7,Timed final
84,Damon,Pierce,Damon Pierce,men,2008-08-14,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,4,11.88,-1.7,Timed final
85,Orion,Tate,Orion Tate,men,2008-11-11,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U18,5,12.03,-1.3,Timed final
86,Nathan,Gust,Nathan Gust,men,2008-12-05,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,5,11.75,-1.3,Timed final
87,Titus,Dean,Titus Dean,men,2009-07-07,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,5,11.48,-1.3,Timed final
88,Emerson,Grant,Emerson Grant,men,2009-03-02,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,5,12.05,-1.3,Timed final
89,Ezra,Quinn,Ezra Quinn,men,2009-03-27,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,5,11.35,-1.3,Timed final
90,Isaac,Emery,Isaac Emery,men,2009-07-08,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,5,12.15,-1.3,Timed final
91,Ryder,Dean,Ryder Dean,men,2008-12-22,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,5,12.55,-1.3,Timed final
92,Bennett,Chase,Bennett Chase,men,2009-08-23,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U18,5,11.6,-1.3,Timed final
93,Beckett,Milo,Beckett Milo,men,2009-02-22,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,6,11.23,-1.6,Timed final
94,Camden,Drew,Camden Drew,men,2008-11-15,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,6,11.75,-1.6,Timed final
95,Fletcher,Hayes,Fletcher Hayes,men,2008-06-19,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,6,12.2,-1.6,Timed final
96,Garrett,Jace,Garrett Jace,men,2008-12-10,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,6,12.35,-1.6,Timed final
97,Keegan,Nash,Keegan Nash,men,2008-10-17,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,6,11.43,-1.6,Timed final
98,Nico,Sage,Nico Sage,men,2008-08-21,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,6,12.25,-1.6,Timed final
99,Phoenix,Ward,Phoenix Ward,men,2009-05-09,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U18,6,12.55,-1.6,Timed final
100,Victor,Flynn,Victor Flynn,men,2008-09-22,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U18,6,11.63,-1.6,Timed final
101,Zander,Kane,Zander Kane,men,2008-10-18,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U18,7,12.45,-1.8,Timed final
102,Finnley,Ross,Finnley Ross,men,2008-11-03,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U18,7,12.2,-1.8,Timed final
103,Isaiah,Vance,Isaiah Vance,men,2008-12-16,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,7,12.65,-1.8,Timed final
104,Lincoln,York,Lincoln York,men,2008-07-01,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U18,7,11.58,-1.8,Timed final
105,Ace,Burton,Ace Burton,men,2006-05-12,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,1,10.68,-1.5,Timed final
106,Hawk,Jasper,Hawk Jasper,men,2006-01-08,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,1,11.1,-1.5,Timed final
107,Pax,River,Pax River,men,2006-12-14,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,1,10.78,-1.5,Timed final
108,Axel,Zane,Axel Zane,men,2006-02-22,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,1,11.2,-1.5,Timed final
109,Cade,Donovan,Cade Donovan,men,2006-11-15,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,1,10.98,-1.5,Timed final
110,Jett,Lawson,Jett Lawson,men,2006-10-17,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,1,11.4,-1.5,Timed final
111,Rex,Tanner,Rex Tanner,men,2006-07-07,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U20,1,11.45,-1.5,Timed final
112,Cole,Sprint,Cole Sprint,men,2006-03-10,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,1,11.25,-1.5,Timed final
113,Beau,Flash,Beau Flash,men,2006-09-25,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,2,10.85,-1.8,Timed final
114,Jackson,Rush,Jackson Rush,men,2006-04-15,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,2,11.35,-1.8,Timed final
115,Blake,Wind,Blake Wind,men,2006-08-19,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,2,10.73,-1.8,Timed final
116,Stephen,Reid,Stephen Reid,men,2006-12-05,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,2,11.15,-1.8,Timed final
117,Benjamin,Zane,Benjamin Zane,men,2006-01-29,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,2,11.55,-1.8,Timed final
118,Billy,Levi,Billy Levi,men,2006-06-14,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,2,11.05,-1.8,Timed final
119,Milton,Storm,Milton Storm,men,2006-10-30,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,2,11.25,-1.8,Timed final
120,Harry,Cerano,Harry Cerano,men,2006-03-22,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U20,2,11.45,-1.8,Timed final
121,Taylor,Surge,Taylor Surge,men,2006-11-11,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,3,10.93,-1.2,Timed final
122,Bryce,Holt,Bryce Holt,men,2006-07-08,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,3,11.33,-1.2,Timed final
123,Barry,Tate,Barry Tate,men,2006-02-14,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,3,10.85,-1.2,Timed final
124,Cory,Speed,Cory Speed,men,2006-05-30,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U20,3,11.45,-1.2,Timed final
125,Jerrick,Strike,Jerrick Strike,men,2006-09-17,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,3,11.03,-1.2,Timed final
126,Tyson,Adler,Tyson Adler,men,2006-12-23,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,3,11.15,-1.2,Timed final
127,Drake,Ellis,Drake Ellis,men,2006-04-09,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,3,11.25,-1.2,Timed final
128,Perry,Pierce,Perry Pierce,men,2006-08-03,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,3,11.55,-1.2,Timed final
129,Grayden,Tate,Grayden Tate,men,2006-11-27,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,4,10.95,-1,Timed final
130,Eli,Gust,Eli Gust,men,2006-01-12,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,4,11.35,-1,Timed final
131,Derrick,Quinn,Derrick Quinn,men,2006-06-25,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,4,10.83,-1,Timed final
132,Brayden,Blaze,Brayden Blaze,men,2006-10-01,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,4,11.45,-1,Timed final
133,Ryker,Tan,Ryker Tan,men,2006-03-18,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U20,4,11.05,-1,Timed final
134,Samuel,Milo,Samuel Milo,men,2006-07-22,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,4,11.15,-1,Timed final
135,Channing,Drew,Channing Drew,men,2006-11-05,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,4,11.25,-1,Timed final
136,Benjamin,Hayes,Benjamin Hayes,men,2006-02-28,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,4,11.55,-1,Timed final
137,Tate,Jace,Tate Jace,men,2006-09-14,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,5,10.93,-1.6,Timed final
138,Drew,Nash,Drew Nash,men,2006-12-19,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,5,11.35,-1.6,Timed final
139,Tylor,Sage,Tylor Sage,men,2006-04-07,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,5,10.83,-1.6,Timed final
140,Ryan,Ward,Ryan Ward,men,2006-08-11,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,5,11.45,-1.6,Timed final
141,Kade,Flynn,Kade Flynn,men,2006-01-25,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,5,11.05,-1.6,Timed final
142,Peter,Kane,Peter Kane,men,2006-05-19,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,5,11.15,-1.6,Timed final
143,Ashton,Ross,Ashton Ross,men,2006-10-24,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,5,11.25,-1.6,Timed final
144,Tom,Vance,Tom Vance,men,2006-03-03,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,5,11.55,-1.6,Timed final
145,Gary,York,Gary York,men,2006-07-16,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,6,10.95,-1.3,Timed final
146,Eric,Ridge,Eric Ridge,men,2006-11-30,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,6,11.35,-1.3,Timed final
147,Larry,Stone,Larry Stone,men,2006-02-17,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,6,10.83,-1.3,Timed final
148,Samuel,Quinn,Samuel Quinn,men,2006-06-21,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,U20,6,11.45,-1.3,Timed final
149,Tanner,Blake,Tanner Blake,men,2006-09-08,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,6,11.05,-1.3,Timed final
150,Eli,Bolt,Eli Bolt,men,2006-12-12,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,U20,6,11.15,-1.3,Timed final
151,Jace,Storm,Jace Storm,men,2006-04-28,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,6,11.25,-1.3,Timed final
152,Nash,Beck,Nash Beck,men,2006-08-02,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,6,11.55,-1.3,Timed final
153,Reid,Flash,Reid Flash,men,2006-10-15,Aelthoria,Thalindra Athletics Club,Local_3,2025-03-18,100m,U20,7,11.03,-1.9,Timed final
154,Silas,Tate,Silas Tate,men,2006-01-09,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,7,11.45,-1.9,Timed final
155,Theo,Sutton,Theo Sutton,men,2006-05-23,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,U20,7,10.93,-1.9,Timed final
156,Zane,Cruz,Zane Cruz,men,2006-07-29,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,U20,7,11.25,-1.9,Timed final
157,Bryce,Adler,Bryce Adler,men,1998-05-12,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,Open,1,10.33,-1.4,Timed final
158,Kane,Irwin,Kane Irwin,men,1996-01-08,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,1,10.75,-1.4,Timed final
159,Vance,Quill,Vance Quill,men,1999-12-14,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,Open,1,10.43,-1.4,Timed final
160,Ford,Xavier,Ford Xavier,men,2003-02-22,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,1,10.85,-1.4,Timed final
161,Cole,Baxter,Cole Baxter,men,2000-08-23,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,Open,1,10.48,-1.4,Timed final
162,Trent,Blaze,Trent Blaze,men,1997-06-15,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,1,11.05,-1.4,Timed final
163,Levi,Jaxon,Levi Jaxon,men,2004-04-14,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,Open,1,10.9,-1.4,Timed final
164,Dane,Carver,Dane Carver,men,1995-11-15,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,Open,1,11.35,-1.4,Timed final
165,Rex,Dash,Rex Dash,men,2001-07-09,Aelthoria,Lumora Athletics Club,Local_3,2025-03-18,100m,Open,2,10.63,-1.9,Timed final
166,Jett,Nolan,Jett Nolan,men,1998-03-25,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,2,10.95,-1.9,Timed final
167,Cade,Gale,Cade Gale,men,2002-06-30,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,Open,2,10.53,-1.9,Timed final
168,Axel,Ross,Axel Ross,men,1999-04-22,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,Open,2,11.15,-1.9,Timed final
169,Pax,Zane,Pax Zane,men,2000-05-11,Aelthoria,Vyrnwood Athletics Club,Local_3,2025-03-18,100m,Open,2,10.73,-1.9,Timed final
170,Hawk,Jensen,Hawk Jensen,men,1996-01-31,Aelthoria,Sylvara Athletics Club,Local_3,2025-03-18,100m,Open,2,11.05,-1.9,Timed final
171,Ace,Xander,Ace Xander,men,2003-01-08,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,2,10.85,-1.9,Timed final
172,Noel,Sprint,Noel Sprint,men,1997-07-25,Aelthoria,Eldrin Athletics Club,Local_3,2025-03-18,100m,Open,2,11.25,-1.9,Timed final
